id,Facility_Name,Business_Type,Registration_Number,License_Status,Rel,Facility Registration Number,License Number,Ownership,License Type,Establishment Year,Street,Town,County,First Name,Last Name,Email,Name Based Email,Facility Based Email,Varied Email,Realistic Email,Emails
758,BRANSTONE PHARMACY (Nairobi),RETAIL,PPB/B/6913,Active,MTgyNzA=,PPB/B/6913,BU202309759,SOLE PROPRIETOR,RETAIL,2018,IGIRIAKURUI ROAD,,Nairobi,Barnabas,Kipruto,branstone.pharmacy.nairobi@gmail.com,barnabas.kipruto@yahoo.com,branstone.pharmacy@gmail.com,kipruto78@yahoo.com,bpnair@yahoo.com,bpnair@yahoo.com
763,BREAMS PHARMACARE (Nairobi),RETAIL,PPB/B/6689,Active,Njc3Ng==,PPB/B/6689,BU202301580,SOLE PROPRIETOR,RETAIL,2015,METAMETA ROAD,,Nairobi,Susannah,Chebet,breams.pharmacare.nairobi@yahoo.com,susannah.chebet@gmail.com,breams.pharmacare..n@gmail.com,bpphar@gmail.com,susannah@gmail.com,susannah@gmail.com
769,BRETT PHARMACY  (Nairobi),RETAIL,PPB/B/7002,Active,MTk3MTk=,PPB/B/7002,BU202302019,SOLE PROPRIETOR,RETAIL,2019,KARADINI,,Nairobi,Abigail,Omari,brett.pharmacy.nairobi@gmail.com,abigail.omari@yahoo.com,brett.pharmacy..nair@gmail.com,bpphar@gmail.com,bpnair@gmail.com,bpnair@gmail.com
781,BRIGHT HOPE PHARMACEUTICAL (Nairobi),RETAIL,PPB/B/7125,Active,MjQ5MzA=,PPB/B/7125,BU202301369,PARTNERSHIP,RETAIL,2021,WANYEE ROAD,,Nairobi,Eve,Odhiambo,bright.hope.pharmaceutical.nairobi@yahoo.com,eve.odhiambo@gmail.com,bright.hope.pharmace@gmail.com,bhhope@yahoo.com,eve82@yahoo.com,eve82@yahoo.com
801,BRIXTONES PHARMACEUTICALS (Nairobi),RETAIL,PPB/B/6723,Active,NzMyOA==,PPB/B/6723,BU202307725,SOLE PROPRIETOR,RETAIL,2016,6THSTREET,,Nairobi,Eve,Wangari,brixtones.pharmaceuticals.nairobi@yahoo.com,eve.wangari@yahoo.com,brixtones.pharmaceut@gmail.com,eve59@yahoo.com,eve65@gmail.com,eve65@gmail.com
802,BROMS CHEMIST (Nairobi),RETAIL,PPB/B/6661,Active,NjE0MQ==,PPB/B/6661,BU202302159,SOLE PROPRIETOR,RETAIL,2015,OFF OUTER RING RD,,Nairobi,Levi,Omari,broms.chemist.nairobi@gmail.com,levi.omari@gmail.com,broms.chemist..nairo@yahoo.com,bcchem@yahoo.com,levi72@yahoo.com,levi72@yahoo.com
806,BROOKLANE PHARMACEUTICALS LTD (Nairobi),RETAIL,PPB/B/7180,Active,MjU5MDI=,PPB/B/7180,BU202302360,PRIVATE COMPANY (LIMITED),RETAIL,2021,BROOKSIDE DRIVE,,Nairobi,Joanna,Mukhisa,brooklane.pharmaceuticals.ltd.nairobi@yahoo.com,joanna.mukhisa@gmail.com,brooklane.pharmaceut@gmail.com,mukhisa@gmail.com,bpnair@yahoo.com,bpnair@yahoo.com
807,BROSH PHARMACEUTICALS LTD (Nairobi),RETAIL,PPB/B/219,Active,NTM3MQ==,PPB/B/219,BU202307894,SOLE PROPRIETOR,RETAIL,2011,THIGIRI RIDGE RD,,Nairobi,Philip,Shikuku,brosh.pharmaceuticals.ltd.nairobi@yahoo.com,philip.shikuku@gmail.com,brosh.pharmaceutical@yahoo.com,bpphar@gmail.com,bpnair@yahoo.com,bpnair@yahoo.com
810,BRUTAX PHARMACY (Nairobi),RETAIL,PPB/B/6922,Active,MTg0MTE=,PPB/B/6922,BU202305148,SOLE PROPRIETOR,RETAIL,2018,THIKA ROAD,,Nairobi,Micah,Wamalwa,brutax.pharmacy.nairobi@yahoo.com,micah.wamalwa@gmail.com,brutax.pharmacy..nai@gmail.com,bpphar@yahoo.com,bpnair@yahoo.com,bpnair@yahoo.com
814,BUDGET PHARMACEUTICAL LTD (Nairobi),RETAIL,PPB/B/650A,Active,NDE5OA==,PPB/B/650A,BU202307392,PARTNERSHIP,RETAIL,2013,MIRIAMS RD,,Nairobi,Deborah,Odhiambo,budget.pharmaceutical.ltd.nairobi@yahoo.com,deborah.odhiambo@yahoo.com,budget.pharmaceutica@gmail.com,dodhiambo97@gmail.com,deborah73@gmail.com,deborah73@gmail.com
816,BUDGET PHARMACEUTICALS LIMITED-(JAMBONI),RETAIL,PPB/B/7240,Active,Mjc0NjI=,PPB/B/7240,BU202307113,PARTNERSHIP,RETAIL,2013,ELDORET-NAIROBI ROAD,,Nairobi,Priscilla,Cherono,budget.pharmaceuticals.limitedjamboni@gmail.com,priscilla.cherono@yahoo.com,budget.pharmaceutica@yahoo.com,bpphar@yahoo.com,priscilla@yahoo.com,priscilla@yahoo.com
823,BULALE MEDICAL AND PHARMACY (Nairobi),RETAIL,PPB/B/7009,Active,MjAyMjQ=,PPB/B/7009,BU202309469,SOLE PROPRIETOR,RETAIL,2018,MUINAMI STREET,,Nairobi,Miriam,Mudavadi,bulale.medical.and.pharmacy.nairobi@gmail.com,miriam.mudavadi@gmail.com,bulale.medical.and.p@yahoo.com,mudavadi@yahoo.com,bmnair@yahoo.com,bmnair@yahoo.com
852,BWINA PHARMACEUTICALS (Nairobi),RETAIL,PPB/B/458,Active,MzU5NQ==,PPB/B/458,BU202305420,SOLE PROPRIETOR,RETAIL,2013,,,Nairobi,Priscilla,Kipsang,bwina.pharmaceuticals.nairobi@yahoo.com,priscilla.kipsang@gmail.com,bwina.pharmaceutical@yahoo.com,bpphar@yahoo.com,priscilla58@yahoo.com,priscilla58@yahoo.com
854,BYPASS PHARM CHEMIST (Nairobi),RETAIL,PPB/B/6703,Active,Njk2Ng==,PPB/B/6703,BU202304343,SOLE PROPRIETOR,RETAIL,2015,MOMBASA ROAD,,Nairobi,Delilah,Lusaka,bypass.pharm.chemist.nairobi@yahoo.com,delilah.lusaka@yahoo.com,bypass.pharm.chemist@yahoo.com,bpphar@gmail.com,delilah@yahoo.com,delilah@yahoo.com
856,CABEN PHARMACY (Nairobi),RETAIL,PPB/C/259,Active,MTQwNg==,PPB/C/259,BU202303446,SOLE PROPRIETOR,RETAIL,0,CROSS RD,,Nairobi,Seth,Shikuku,caben.pharmacy.nairobi@yahoo.com,seth.shikuku@yahoo.com,caben.pharmacy..nair@gmail.com,sshikuku68@yahoo.com,cpnair@yahoo.com,cpnair@yahoo.com
862,CALIFORNIA MEDICAL POINT LTD (Nairobi),RETAIL,PPB/C/1499,Active,MTk3Nzk=,PPB/C/1499,BU202301748,PARTNERSHIP,RETAIL,2016,8TH STREET,,Nairobi,Hannah,Ratemo,california.medical.point.ltd.nairobi@yahoo.com,hannah.ratemo@gmail.com,california.medical.p@yahoo.com,ratemo7@gmail.com,cmnair@yahoo.com,cmnair@yahoo.com
871,CANAAN PHARMACEUTICALS LTD (Nairobi),RETAIL,PPB/C/184,Active,MTMxMg==,PPB/C/184,BU202301224,PRIVATE COMPANY (LIMITED),RETAIL,1914,MUMIAS SOUTH-MUTINDWA JUNCTION,,Nairobi,Hannah,Mogaka,canaan.pharmaceuticals.ltd.nairobi@gmail.com,hannah.mogaka@yahoo.com,canaan.pharmaceutica@gmail.com,mogaka72@gmail.com,cpnair@yahoo.com,cpnair@yahoo.com
872,CANAAN PHARMACEUTICALS LTD -PETOSAM HOUSE (Nairobi),RETAIL,PPB/C/159 \\\'B\\\',Active,MTE3Nw==,PPB/C/159 \\\'B\\\',BU202302719,PUBLIC COMPANY,RETAIL,0,MUMIAS SOUTH SOUTH ROAD,,Nairobi,Bartholomew,Ratemo,canaan.pharmaceuticals.ltd.petosam.house.nairobi@gmail.com,bartholomew.ratemo@yahoo.com,canaan.pharmaceutica@yahoo.com,ratemo16@yahoo.com,bartholomew39@yahoo.com,bartholomew39@yahoo.com
874,CANTONS CHEMIST (Nairobi),RETAIL,PPB/C/0419,Active,NTEzNQ==,PPB/C/0419,BU202303201,SOLE PROPRIETOR,RETAIL,2015,UTAWALA BYPASS,,Nairobi,Gabriel,Odhiambo,cantons.chemist.nairobi@yahoo.com,gabriel.odhiambo@yahoo.com,cantons.chemist..nai@yahoo.com,odhiambo81@gmail.com,gabrielr@yahoo.com,gabrielr@yahoo.com
875,CAPERNAUM CHEMIST (Nairobi),RETAIL,PPB/C/1370,Active,MTY1NTQ=,PPB/C/1370,BU202308651,SOLE PROPRIETOR,RETAIL,2016,SAIKA ESTATE OFF KANGUNDO ROAD,,Nairobi,Daniel,Ouko,capernaum.chemist.nairobi@gmail.com,daniel.ouko@yahoo.com,capernaum.chemist..n@gmail.com,daniel@gmail.com,ccnair@yahoo.com,ccnair@yahoo.com
884,CARE MORE PHARMACY (Nairobi),RETAIL,PPB/C/1543,Active,MjM5MTE=,PPB/C/1543,BU202303049,PARTNERSHIP,RETAIL,2021,FLATS ROAD,,Nairobi,John,Kamau,care.more.pharmacy.nairobi@yahoo.com,john.kamau@yahoo.com,care.more.pharmacy@yahoo.com,cmmore@yahoo.com,john97@yahoo.com,john97@yahoo.com
898,CAREWELL PHARMACY (Nairobi),RETAIL,PPB/C/1407,Active,MTc0MzA=,PPB/C/1407,BU202309195,SOLE PROPRIETOR,RETAIL,2017,PIPELINE ROAD NAIROBI,,Nairobi,Jacob,Mukhisa,carewell.pharmacy.nairobi@gmail.com,jacob.mukhisa@gmail.com,carewell.pharmacy..n@gmail.com,cpphar@yahoo.com,cpnair@gmail.com,cpnair@gmail.com
899,CARIS PHARMACY (Nairobi),RETAIL,PPB/C/1365,Active,MTY0ODE=,PPB/C/1365,BU202301266,SOLE PROPRIETOR,RETAIL,2017,LUMUMBA DRIVE,,Nairobi,Esther,Khisa,caris.pharmacy.nairobi@gmail.com,esther.khisa@gmail.com,caris.pharmacy..nair@gmail.com,khisa23@gmail.com,cpnair@gmail.com,cpnair@gmail.com
903,CARLTONS CHEMIST LTD-LIMURU RD (Nairobi),RETAIL,PPB/S/945,REVOKED,NDU2Nw==,PPB/S/945,BU202305899,PRIVATE COMPANY (LIMITED),RETAIL,2014,LIMURU ROAD,,Nairobi,Abigail,Machogu,carltons.chemist.ltdlimuru.rd.nairobi@yahoo.com,abigail.machogu@gmail.com,carltons.chemist.ltd@yahoo.com,ccchem@gmail.com,abigail@gmail.com,abigail@gmail.com
914,CATERWELL  PHARM (Nairobi),RETAIL,PPB/C/1560,Active,MjQxODk=,PPB/C/1560,BU202303452,PARTNERSHIP,RETAIL,2021,WOODVALE GROOVE,,Nairobi,Martha,Wainaina,caterwell.pharm.nairobi@gmail.com,martha.wainaina@yahoo.com,caterwell.pharm..nai@gmail.com,cpphar@yahoo.com,cpnair@yahoo.com,cpnair@yahoo.com
923,CEDAR PHARMACARE LIMITED - FOURWAYS JUNCTION (Nairobi),RETAIL,PPB/C/1535,Active,MjM1MDY=,PPB/C/1535,BU202307347,PRIVATE COMPANY (LIMITED),RETAIL,1999,FOURWAYS JUNCTION,,Nairobi,Noah,Mokua,cedar.pharmacare.limited..fourways.junction.nairobi@gmail.com,noah.mokua@yahoo.com,cedar.pharmacare.lim@yahoo.com,cpphar@gmail.com,cpnair@gmail.com,cpnair@gmail.com
925,CEDAR PHARMCARE LTD - TOM MBOYA STREET (Nairobi),RETAIL,PPC/C/358,Active,NzUwNA==,PPC/C/358,BU202307077,PRIVATE COMPANY (LIMITED),RETAIL,1999,TOM MBOYA STREET,,Nairobi,Samuel,Kipruto,cedar.pharmcare.ltd..tom.mboya.street.nairobi@yahoo.com,samuel.kipruto@gmail.com,cedar.pharmcare.ltd@gmail.com,skipruto46@yahoo.com,samuel@gmail.com,samuel@gmail.com
926,CEFACHEM PHARMACY (Nairobi),RETAIL,PPB/C/1324,Active,NzMyMA==,PPB/C/1324,BU202306545,SOLE PROPRIETOR,RETAIL,2016,MWIKI ROAD,,Nairobi,Lydia,Ouma,cefachem.pharmacy.nairobi@yahoo.com,lydia.ouma@gmail.com,cefachem.pharmacy..n@yahoo.com,cpphar@gmail.com,cpnair@gmail.com,cpnair@gmail.com
927,CELA LIMITED (Nairobi),RETAIL,PPB/C/1436,Active,MTgwNTE=,PPB/C/1436,BU202303143,PRIVATE COMPANY (LIMITED),RETAIL,2018,SAVANNAH ROAD,,Nairobi,Noah,Omari,cela.limited.nairobi@yahoo.com,noah.omari@yahoo.com,cela.limited..nairob@yahoo.com,nomari@gmail.com,noah38@yahoo.com,noah38@yahoo.com
933,CELMAR CHEMIST (Nairobi),RETAIL,PPB/C/204,Active,MzM0Mw==,PPB/C/204,BU202301070,SOLE PROPRIETOR,RETAIL,2011,JOGOO ROAD,,Nairobi,Rebekah,Mokua,celmar.chemist.nairobi@gmail.com,rebekah.mokua@gmail.com,celmar.chemist..nair@gmail.com,rmokua@yahoo.com,ccnair@gmail.com,ccnair@gmail.com
934,CELYDA PHARMACY (Nairobi),RETAIL,PPB/C/361,Active,MjYyNg==,PPB/C/361,BU202307814,SOLE PROPRIETOR,RETAIL,2014,OUTERING RD,,Nairobi,Grace,Mukhisa,celyda.pharmacy.nairobi@yahoo.com,grace.mukhisa@gmail.com,celyda.pharmacy..nai@gmail.com,cpphar@gmail.com,gracer@yahoo.com,gracer@yahoo.com
935,CENBA CHEMISTRY (Nairobi),RETAIL,PPB/C/1474,REVOKED,MTkxMzg=,PPB/C/1474,BU202306661,SOLE PROPRIETOR,RETAIL,2018,MTONGWE ROAD - NGUMO,,Nairobi,Deborah,Kipruto,cenba.chemistry.nairobi@gmail.com,deborah.kipruto@yahoo.com,cenba.chemistry..nai@gmail.com,dkipruto@yahoo.com,ccnair@gmail.com,ccnair@gmail.com
942,CENTURION PHARMACY (Nairobi),RETAIL,PPB/C/1361,Active,MTY0MDk=,PPB/C/1361,BU202301941,PRIVATE COMPANY (LIMITED),RETAIL,2017,LIMURU,,Nairobi,David,Nyakundi,centurion.pharmacy.nairobi@yahoo.com,david.nyakundi@yahoo.com,centurion.pharmacy@yahoo.com,cpphar@gmail.com,david@yahoo.com,david@yahoo.com
950,CESSCHEM PHARMACEUTICALS- EMBAKASI (Nairobi),RETAIL,PPB/C/0219,Active,NTI4OA==,PPB/C/0219,BU202307663,SOLE PROPRIETOR,RETAIL,2012,OUTERING ROAD,,Nairobi,Rebecca,Kipchoge,cesschem.pharmaceuticals.embakasi.nairobi@gmail.com,rebecca.kipchoge@gmail.com,cesschem.pharmaceuti@yahoo.com,rebecca15@yahoo.com,rebecca@gmail.com,rebecca@gmail.com
951,CETAMOL PHARMACY (Nairobi),RETAIL,PPB/C/1480,Active,MTkxODk=,PPB/C/1480,BU202305064,SOLE PROPRIETOR,RETAIL,2018,UTAWALA GITUNGULI,,Nairobi,Elijah,Wainaina,cetamol.pharmacy.nairobi@gmail.com,elijah.wainaina@gmail.com,cetamol.pharmacy..na@gmail.com,cpphar@gmail.com,elijahr@gmail.com,elijahr@gmail.com
952,CETAMOL PHARMACY CHOKAA (Nairobi),RETAIL,PPB/C/9252,Active,MjgyMzA=,PPB/C/9252,BU202305534,SOLE PROPRIETOR,RETAIL,2022,SPINE ROAD,,Nairobi,Grace,Cherono,cetamol.pharmacy.chokaa.nairobi@yahoo.com,grace.cherono@yahoo.com,cetamol.pharmacy.cho@gmail.com,grace80@yahoo.com,grace@yahoo.com,grace@yahoo.com
962,CHALEMWAS PHARMACY LTD (Nairobi),RETAIL,PPB/C/1610,Active,MjU2Mjc=,PPB/C/1610,BU202304495,PARTNERSHIP,RETAIL,2021,UMOJA 2,,Nairobi,Gabriel,Wangari,chalemwas.pharmacy.ltd.nairobi@gmail.com,gabriel.wangari@yahoo.com,chalemwas.pharmacy.l@yahoo.com,gabriel23@yahoo.com,gabriel@yahoo.com,gabriel@yahoo.com
976,CHARLIK PHARMACY (Nairobi),RETAIL,PPB/C/9262,Active,Mjg1MzM=,PPB/C/9262,BU202303139,SOLE PROPRIETOR,RETAIL,2023,LUMUMBA DRIVE,,Nairobi,Deborah,Mukhisa,charlik.pharmacy.nairobi@gmail.com,deborah.mukhisa@yahoo.com,charlik.pharmacy..na@yahoo.com,cpphar@gmail.com,cpnair@gmail.com,cpnair@gmail.com
977,CHARLIZE PHARMACY  (Nairobi),RETAIL,PPB/C/9165,Active,MjYwOTQ=,PPB/C/9165,BU202305669,PARTNERSHIP,RETAIL,2021,KIAMBU ROAD,,Nairobi,Micah,Mogaka,charlize.pharmacy.nairobi@yahoo.com,micah.mogaka@yahoo.com,charlize.pharmacy..n@gmail.com,mogaka@gmail.com,cpnair@yahoo.com,cpnair@yahoo.com
980,CHARZEL HEALTH CHEMIST (Nairobi),RETAIL,PPB/C/1489,Active,MTk1MTg=,PPB/C/1489,BU202303145,PARTNERSHIP,RETAIL,2019,LANGATA ROAD,,Nairobi,Joshua,Owino,charzel.health.chemist.nairobi@yahoo.com,joshua.owino@gmail.com,charzel.health.chemi@gmail.com,jowino62@gmail.com,chnair@yahoo.com,chnair@yahoo.com
983,CHASTED CHEMIST (Nairobi),RETAIL,PPB/C/1562,Active,MjQyNDc=,PPB/C/1562,BU202300950,PARTNERSHIP,RETAIL,2019,TOM MBOYA,,Nairobi,Aaron,Wanyama,chasted.chemist.nairobi@yahoo.com,aaron.wanyama@yahoo.com,chasted.chemist..nai@gmail.com,awanyama67@yahoo.com,aaron88@yahoo.com,aaron88@yahoo.com
992,CHEDOC PHARMACY (Nairobi),RETAIL,PPB/C/1441,Active,MTgyMTk=,PPB/C/1441,BU202301421,SOLE PROPRIETOR,RETAIL,2018,MWIKI ROAD,,Nairobi,Joshua,Mutua,chedoc.pharmacy.nairobi@gmail.com,joshua.mutua@gmail.com,chedoc.pharmacy..nai@gmail.com,mutua@gmail.com,joshua64@yahoo.com,joshua64@yahoo.com
1002,CHEMFAM PHARMACEUTICAL LTD (Nairobi),RETAIL,PPB/C/397,Active,MjkyNg==,PPB/C/397,BU202302272,PRIVATE COMPANY (LIMITED),RETAIL,2014,OUTERING,,Nairobi,Lydia,Wanjiru,chemfam.pharmaceutical.ltd.nairobi@gmail.com,lydia.wanjiru@gmail.com,chemfam.pharmaceutic@yahoo.com,cpphar@gmail.com,cpnair@yahoo.com,cpnair@yahoo.com
1007,CHEMMART PHARMACY (Nairobi),RETAIL,PPB/C/1307,Active,NzA1Nw==,PPB/C/1307,BU202307241,PARTNERSHIP,RETAIL,2016,MUMIAS SOUTH ROAD,,Nairobi,Thaddeus,Wangari,chemmart.pharmacy.nairobi@yahoo.com,thaddeus.wangari@yahoo.com,chemmart.pharmacy..n@gmail.com,cpphar@yahoo.com,thaddeus@gmail.com,thaddeus@gmail.com
1015,CHEMWORLD PHARMACY - MWIKI RD (Nairobi),RETAIL,PPB/C/303,Active,MTUwNw==,PPB/C/303,BU202300920,SOLE PROPRIETOR,RETAIL,1914,OFF MWIKI RD,,Nairobi,Miriam,Kipsang,chemworld.pharmacy..mwiki.rd.nairobi@yahoo.com,miriam.kipsang@yahoo.com,chemworld.pharmacy@gmail.com,cpphar@gmail.com,miriam91@gmail.com,miriam91@gmail.com
1016,CHEMWORLD PHARMACY -ZIMMERMAN (Nairobi),RETAIL,PPP/C/391,Active,NDI1Mg==,PPP/C/391,BU202305129,SOLE PROPRIETOR,RETAIL,2012,OFF KAMITI ROAD,,Nairobi,Phoebe,Ruto,chemworld.pharmacy.zimmerman.nairobi@yahoo.com,phoebe.ruto@yahoo.com,chemworld.pharmacy@gmail.com,cpphar@yahoo.com,phoebe@gmail.com,phoebe@gmail.com
1017,CHEMWORLD PHARMACY-KASARANI (Nairobi),RETAIL,PPB/C/271,Active,MTIwNg==,PPB/C/271,BU202301689,PARTNERSHIP,RETAIL,2012,KASARANI MWIKI ROAD,,Nairobi,Adam,Kiptoo,chemworld.pharmacykasarani.nairobi@gmail.com,adam.kiptoo@gmail.com,chemworld.pharmacy.k@yahoo.com,cpphar@yahoo.com,cpnair@gmail.com,cpnair@gmail.com
1040,CHIEKO  CHEMIST  (Nairobi),RETAIL,PPB/C/9174,Active,MjY0NTY=,PPB/C/9174,BU202302576,SOLE PROPRIETOR,RETAIL,2021,MURADI ROAD,,Nairobi,Levi,Mochoge,chieko.chemist.nairobi@yahoo.com,levi.mochoge@yahoo.com,chieko.chemist..nair@yahoo.com,mochoge@gmail.com,ccnair@gmail.com,ccnair@gmail.com
1048,CHLOE-PHARM PHARMACY (Nairobi),RETAIL,PPB/C/1486,Active,MTkzNDg=,PPB/C/1486,BU202308195,SOLE PROPRIETOR,RETAIL,2019,KIGWATHI STREET,,Nairobi,Bartholomew,Odinga,chloepharm.pharmacy.nairobi@gmail.com,bartholomew.odinga@gmail.com,chloe.pharm.pharmacy@gmail.com,bodinga@yahoo.com,cpnair@yahoo.com,cpnair@yahoo.com
1053,CHRISPALAH CHEMIST _KISUMU,RETAIL,PPB/C/9208,Active,MjcyODM=,PPB/C/9208,BU202303586,PARTNERSHIP,RETAIL,2022,KISUMU /NAIROBI STREAT,,Nairobi,Joanna,Kariuki,chrispalah.chemist._kisumu@gmail.com,joanna.kariuki@yahoo.com,chrispalah.chemist@yahoo.com,jkariuki@gmail.com,cc_kis@yahoo.com,cc_kis@yahoo.com
1065,CISTEIN PHARMACEUTICALS LTD (Nairobi),RETAIL,PPB/C/211,Active,NjQ5Mg==,PPB/C/211,BU202309242,PRIVATE COMPANY (LIMITED),RETAIL,2013,1ST AVENUE,,Nairobi,Ruth,Kiptoo,cistein.pharmaceuticals.ltd.nairobi@gmail.com,ruth.kiptoo@yahoo.com,cistein.pharmaceutic@gmail.com,cpphar@yahoo.com,cpnair@yahoo.com,cpnair@yahoo.com
1067,CITY GATE PHARMACY LTD (Nairobi),RETAIL,PPB/C/1305,Active,Njk0Mg==,PPB/C/1305,BU202306181,PRIVATE COMPANY (LIMITED),RETAIL,2015,"RHAPTA ROAD, WESTLANDS",,Nairobi,Luke,Gichuru,city.gate.pharmacy.ltd.nairobi@gmail.com,luke.gichuru@yahoo.com,city.gate.pharmacy.l@gmail.com,luke@yahoo.com,cgnair@yahoo.com,cgnair@yahoo.com
1069,CITY MED PHARMACY LIMITED-RIDGE COURT  (Nairobi),RETAIL,PPB/C/1570,Active,MjQ1NTE=,PPB/C/1570,BU202304147,PRIVATE COMPANY (LIMITED),RETAIL,2020,3RD PARKLANDS AVENUE,,Nairobi,Tabitha,Cheruiyot,city.med.pharmacy.limitedridge.court.nairobi@yahoo.com,tabitha.cheruiyot@gmail.com,city.med.pharmacy.li@yahoo.com,cmmed@yahoo.com,cmnair@gmail.com,cmnair@gmail.com
1071,CITY VIEW CHEMIST (Nairobi),RETAIL,PPB/C/1296,Active,NjczNQ==,PPB/C/1296,BU202306000,SOLE PROPRIETOR,RETAIL,2016,KARIOBANGI SOUTH,,Nairobi,Ruth,Kivutha,city.view.chemist.nairobi@gmail.com,ruth.kivutha@gmail.com,city.view.chemist..n@gmail.com,kivutha31@gmail.com,ruth@yahoo.com,ruth@yahoo.com
1073,CITYLINK PHARMACY-BRANCH (Nairobi),RETAIL,PPB/C/124,Active,MzY0NA==,PPB/C/124,BU202308325,SOLE PROPRIETOR,RETAIL,2013,WARUINGE STREET,,Nairobi,Miriam,Okello,citylink.pharmacybranch.nairobi@yahoo.com,miriam.okello@yahoo.com,citylink.pharmacy.br@gmail.com,cpphar@gmail.com,miriam@yahoo.com,miriam@yahoo.com
1075,CITYMED PHARMACY LTD-NAIROBI (Nairobi),RETAIL,PPB/C/1327,Active,NzM2NQ==,PPB/C/1327,BU202303233,PRIVATE COMPANY (LIMITED),RETAIL,2015,LIMURU ROAD,,Nairobi,Susannah,Odinga,citymed.pharmacy.ltdnairobi.nairobi@gmail.com,susannah.odinga@yahoo.com,citymed.pharmacy.ltd@gmail.com,cpphar@yahoo.com,cpnair@gmail.com,cpnair@gmail.com
1076,CKS DIALYSIS CENTRE LTD-BURUBURU (Nairobi),RETAIL,PPB/C/9153,Active,MjU4MTk=,PPB/C/9153,BU202303600,PARTNERSHIP,RETAIL,2021,BURUBURU,,Nairobi,Miriam,Monyancha,cks.dialysis.centre.ltdburuburu.nairobi@yahoo.com,miriam.monyancha@gmail.com,cks.dialysis.centre@yahoo.com,monyancha@yahoo.com,miriam60@yahoo.com,miriam60@yahoo.com
1077,CKS DIALYSIS CENTRE LTD-PANGANI (Nairobi),RETAIL,PPB/C/1604,Active,MjU1MDM=,PPB/C/1604,BU202303619,PARTNERSHIP,RETAIL,2021,OFF JUJA ROAD CHAI ROAD AT THE JUNCTION,,Nairobi,Leah,Wainaina,cks.dialysis.centre.ltdpangani.nairobi@yahoo.com,leah.wainaina@yahoo.com,cks.dialysis.centre@yahoo.com,leah@yahoo.com,leah9@gmail.com,leah9@gmail.com
1082,CLARIPHARM PHARMACEUTICALS LTD -UMOJA (Nairobi),RETAIL,PPB/C/275,Active,MTIxOQ==,PPB/C/275,BU202308864,PRIVATE COMPANY (LIMITED),RETAIL,2017,MOI DRIVE,,Nairobi,Reuben,Wanjiru,claripharm.pharmaceuticals.ltd.umoja.nairobi@yahoo.com,reuben.wanjiru@gmail.com,claripharm.pharmaceu@yahoo.com,reuben28@gmail.com,reuben@gmail.com,reuben@gmail.com
1099,CLINMED CHEMIST (Nairobi),RETAIL,PPB/C/1536,Active,MjM1MjE=,PPB/C/1536,BU202305321,SOLE PROPRIETOR,RETAIL,2020,KILOME  ROAD,,Nairobi,Miriam,Omollo,clinmed.chemist.nairobi@gmail.com,miriam.omollo@gmail.com,clinmed.chemist..nai@yahoo.com,ccchem@yahoo.com,miriam@yahoo.com,miriam@yahoo.com
1108,COLMED PHARMACEUTICALS LIMITED-LANGATA (Nairobi),RETAIL,PPB/C/1487,Active,MTkzOTY=,PPB/C/1487,BU202400094,PRIVATE COMPANY (LIMITED),RETAIL,2013,LANG\\\'ATA ROAD,,Nairobi,Titus,Koech,colmed.pharmaceuticals.limitedlangata.nairobi@yahoo.com,titus.koech@yahoo.com,colmed.pharmaceutica@yahoo.com,cpphar@yahoo.com,titus86@yahoo.com,titus86@yahoo.com
1120,CONNECTIONS DESPENSING CHEMIST LTD (Nairobi),RETAIL,PPB/C/231,Active,MTYwNA==,PPB/C/231,BU202303093,PRIVATE COMPANY (LIMITED),RETAIL,2010,OFF OUTERING RD,,Nairobi,Caleb,Odinga,connections.despensing.chemist.ltd.nairobi@gmail.com,caleb.odinga@yahoo.com,connections.despensi@yahoo.com,codinga@yahoo.com,caleb13@gmail.com,caleb13@gmail.com
1128,CORNER PHARMACY LIMITED (Nairobi),RETAIL,PPB/C/167,Active,MTA4MQ==,PPB/C/167,BU202303749,SOLE PROPRIETOR,RETAIL,2008,STREET PARKLANDS ROAD,,Nairobi,Leah,Muiruri,corner.pharmacy.limited.nairobi@yahoo.com,leah.muiruri@gmail.com,corner.pharmacy.limi@yahoo.com,cpphar@yahoo.com,leah82@gmail.com,leah82@gmail.com
1131,COSBY AND HEIRS PHARMACY  (Nairobi),RETAIL,PPB/C/1416,Active,MTc2NDc=,PPB/C/1416,BU202305201,SOLE PROPRIETOR,RETAIL,2017,AOKO ROAD,,Nairobi,Jacob,Wainaina,cosby.and.heirs.pharmacy.nairobi@yahoo.com,jacob.wainaina@gmail.com,cosby.and.heirs.phar@gmail.com,wainaina92@gmail.com,canair@yahoo.com,canair@yahoo.com
1132,COSIGN CHEMIST (Nairobi),RETAIL,PPB/C/1463,Active,MTg3ODk=,PPB/C/1463,BU202300707,SOLE PROPRIETOR,RETAIL,2018,KIKUYU ROAD,,Nairobi,Abraham,Musila,cosign.chemist.nairobi@gmail.com,abraham.musila@yahoo.com,cosign.chemist..nair@yahoo.com,amusila38@yahoo.com,abraham@gmail.com,abraham@gmail.com
