id,Facility_Name,Business_Type,Registration_Number,License_Status,Rel,Owner First Name,Owner Last Name,Owner Email
3683,LUSHVILLE PHARMACY,RETAIL,PPB/L/9878,Status: Active,MzAzOTI=,Mulongo,Kassim,mkassim@gmail.com33@gmail.com
6000,SHAMMAH CARE CHEMIST,RETAIL,PPB/S/9037,Status: Active,Mjc0NjU=,Kipyegon,Nyaboke,kipyegonnyaboke@gmail.com61@gmail.com
6000,SHAMMAH CARE CHEMIST,RETAIL,PPB/S/9037,Status: Active,Mjc0NjU=,Emmanuel,Kombo,emmanuelk@gmail.com60@gmail.com
6652,TOUCHSTONE PHARMACEUTICALS LTD- BROADWALK,RETAIL,PPB/T/5802,Status: Active,Mjk1NTg=,Obed,Wawire,owawire@gmail.com36@gmail.com
6652,TOUCHSTONE PHARMACEUTICALS LTD- BROADWALK,RETAIL,PPB/T/5802,Status: Active,Mjk1NTg=,Glory,Nyawira,gnyawira@gmail.com8@gmail.com
6652,TOUCHSTONE PHARMACEUTICALS LTD- BROADWALK,RETAIL,PPB/T/5802,Status: Active,Mjk1NTg=,Stellah,Kiprop,sk@gmail.com11@gmail.com
4908,NYAMASA PHARMACY,RETAIL,PPB/N/1542,Status: Active,MjkyNDg=,Muktar,Kimanthi,mk@gmail.com97@gmail.com
5512,RAYCOS ENTERPRISE LTD-SOUTH B,RETAIL,PPB/R/1370,Status: Active,Mjk4OTU=,Gilbert,Barongo,gilbertb@gmail.com7@gmail.com
4120,MEDLEY TUMAINI CHEMISTS LTD-RDH,RETAIL,PPB/M/9504,Status: Active,MjcyMTg=,Priscilla,Mbuvi,priscillambuvi@gmail.com64@gmail.com
4120,MEDLEY TUMAINI CHEMISTS LTD-RDH,RETAIL,PPB/M/9504,Status: Active,MjcyMTg=,Tabitha,Ndiwa,tabithan@gmail.com11@gmail.com
4120,MEDLEY TUMAINI CHEMISTS LTD-RDH,RETAIL,PPB/M/9504,Status: Active,MjcyMTg=,Kiplangat,Kithome,kkithome@gmail.com62@gmail.com
4513,MVERA PHARMACY KIBARANI,RETAIL,PPB/M/9664,Status: Active,Mjg4Mjg=,Seth,Koech,sk@gmail.com12@gmail.com
3727,MADHACHO PHARMACY,RETAIL,PPB/M/9666,Status: Active,Mjg4NDY=,Sheila,Maranga,smaranga@gmail.com12@gmail.com
6735,TRUE WORTH PHARMACY LTD,RETAIL,PPB/T/5820,Status: Active,MzAwMTk=,Mukami,Wangeci,mukamiwangeci@gmail.com44@gmail.com
6502,THE DEWLAND PHARMACY,RETAIL,PPB/T/5775,Status: Active,Mjg5MTE=,Fred,Muraguri,fm@gmail.com28@gmail.com
6502,THE DEWLAND PHARMACY,RETAIL,PPB/T/5775,Status: Active,Mjg5MTE=,Fardosa,Otieno,fardosao@gmail.com7@gmail.com
6431,TARBUSH,RETAIL,PPB/T/5805,Status: Active,Mjk1Nzk=,Milcah,Murugi,mm@gmail.com75@gmail.com
7162,ZANEPHARM CHEMIST,RETAIL,PPB/Z/1315,Status: Active,Mjk1NDg=,Laban,Maritim,labanm@gmail.com1@gmail.com
7162,ZANEPHARM CHEMIST,RETAIL,PPB/Z/1315,Status: Active,Mjk1NDg=,Aftin,Oyugi,aftino@gmail.com15@gmail.com
3606,LIVAI CHEMIST,RETAIL,PPB/L/9769,Status: Active,MjcxNDI=,Jonathan,Korir,jkorir@gmail.com19@gmail.com
3709,MAASUSWA CHEMISTS,RETAIL,PPB/M/9473,Status: Active,MjY5MTU=,Magdalene,Kabui,mk@gmail.com51@gmail.com
3748,MAINSTREET PHARMACY,RETAIL,PPB/M/9782,Status: Active,MzA0ODc=,Jepkoech,Muriungi,jm@gmail.com99@gmail.com
5009,ONECHEM PHARMACY LIMITED,RETAIL,PPB/O/1064,Status: Active,MjcxNTM=,Melvine,Ramadhan,melviner@gmail.com79@gmail.com
5009,ONECHEM PHARMACY LIMITED,RETAIL,PPB/O/1064,Status: Active,MjcxNTM=,Wainaina,Langat,wainainal@gmail.com94@gmail.com
5633,RITE DRUG  CHEMIST,RETAIL,PPB/R/1361,Status: Active,Mjk3MDY=,Hashim,Peter,hashimpeter@gmail.com53@gmail.com
4502,MUSEO SOLUTIONS PHARMACY,RETAIL,PPB/M/9741,Status: Active,Mjk3MDA=,Lorine,Ndunge,lndunge@gmail.com68@gmail.com
5767,RUNPHARM CHEMIST,RETAIL,PPB/R/1255,Status: Active,MjcyMDc=,Michael,Atieno,michaelatieno@gmail.com60@gmail.com
3837,MANGAPHARM ATHI CHEMIST,RETAIL,PPB/M/9633,Status: Active,Mjg1NTM=,Maria,Mboya,mm@gmail.com69@gmail.com
4739,NEWBIRTH CHEMIST,RETAIL,PPB/N/1539,Status: Active,MjkyMDc=,Alvin,Mulongo,alvinmulongo@gmail.com99@gmail.com
4739,NEWBIRTH CHEMIST,RETAIL,PPB/N/1539,Status: Active,MjkyMDc=,Lindah,Ombasa,lindaho@gmail.com46@gmail.com
3617,LIYOH PHARMACY,RETAIL,PPB/L/9855,Status: Active,Mjk3MjQ=,Samwel,Mulongo,smulongo@gmail.com74@gmail.com
5212,PHARMAPLUS PHARMACEUTICALS LTD-CHAKA,RETAIL,PPB/P/4889,Status: Active,Mjk3MzQ=,Brian,Chepkirui,bc@gmail.com64@gmail.com
5529,REENLAND PHARMACY LIMITED,RETAIL,PPB/R/1280,Status: Active,Mjc3Mjk=,Brigid,Mzungu,brigidmzungu@gmail.com82@gmail.com
6594,TIGRIS PHARMACY,RETAIL,PPB/T/5707,Status: Active,MjczMTY=,Godwin,Ombui,go@gmail.com3@gmail.com
5868,SAMANI PHARNACEUTICALS LIMITED,RETAIL,PPB/S/9016,Status: Active,MjcyMTQ=,Collins,Wangai,collinsw@gmail.com49@gmail.com
5808,SAGANA- SMARTLINK PHARMACEUTICALS,RETAIL,PPB/S/9189,Status: Active,Mjk2Nzg=,Ryan,Orina,ro@gmail.com55@gmail.com
5990,SHAHEAL PHARMACY,RETAIL,PPB/S/9210,Status: Active,Mjk5NjE=,Tyson,Simiyu,ts@gmail.com24@gmail.com
3810,MALINDI AMAZ PHARMACY,RETAIL,PPB/M/9730,Status: Active,Mjk1OTM=,Hope,Kamau,hk@gmail.com78@gmail.com
4762,NICEHEAL PHARMACY-MWIKI,RETAIL,PPB/N/1488,Status: Active,Mjc4NTU=,Dismas,Gathogo,dg@gmail.com66@gmail.com
4431,MUANJU PHARMACEUTICAL LIMITED,RETAIL,PPB/M/9503,Status: Active,MjcyMTc=,Steven,Muchangi,stevenm@gmail.com73@gmail.com
4407,MOUBIET INVESTMENT,RETAIL,PPB/M/9724,Status: Active,Mjk1MDE=,Masinde,Mwongela,masindem@gmail.com88@gmail.com
4407,MOUBIET INVESTMENT,RETAIL,PPB/M/9724,Status: Active,Mjk1MDE=,Jemutai,Emmanuel,je@gmail.com47@gmail.com
4490,MURENO PHARMCHEM,RETAIL,PPB/M/9700,Status: Active,MjkyNDM=,Mueni,Wairimu,mueniw@gmail.com91@gmail.com
5255,PHARMATECA CHEMIST LIMITED,RETAIL,PPB/P/2198,Status: Active,MjYyMDE=,Mohammed,Jillo,mjillo@gmail.com73@gmail.com
5255,PHARMATECA CHEMIST LIMITED,RETAIL,PPB/P/2198,Status: Active,MjYyMDE=,Samira,Kaingu,samirak@gmail.com57@gmail.com
5598,RICKLEODS PHARMACEUTICAL RUAKA,RETAIL,PPB/R/1304,Status: Active,MjgyODQ=,Kimani,Kananu,kkananu@gmail.com86@gmail.com
5598,RICKLEODS PHARMACEUTICAL RUAKA,RETAIL,PPB/R/1304,Status: Active,MjgyODQ=,Stanley,Maloba,stanleym@gmail.com16@gmail.com
6089,SILOR HEALTHCARE SERVICES,RETAIL,PPB/S/9201,Status: Active,Mjk4NDA=,Onyango,Juma,ojuma@gmail.com11@gmail.com
6089,SILOR HEALTHCARE SERVICES,RETAIL,PPB/S/9201,Status: Active,Mjk4NDA=,Mumo,Ng'ang'a,mumon@gmail.com78@gmail.com
5717,ROSENAH PHARMACY,RETAIL,PPB/R/1254,Status: Active,MjcxNzA=,Omar,Muhumed,omarm@gmail.com77@gmail.com
5717,ROSENAH PHARMACY,RETAIL,PPB/R/1254,Status: Active,MjcxNzA=,Zipporah,Kariuki,zkariuki@gmail.com27@gmail.com
5611,RIELMED GIAKANJA CHEMIST,RETAIL,PPB/R/1318,Status: Active,Mjg2MTc=,Angela,Jeruto,angelaj@gmail.com12@gmail.com
3579,LINCPHARM CHEMIST,RETAIL,PPB/L/9839,Status: Active,MjkyMTM=,Kemboi,Murigi,kmurigi@gmail.com15@gmail.com
7095,WINSCARE CHEMIST,RETAIL,PPB/W/7456,Status: Active,Mjk4Nzg=,Penina,Okoth,pokoth@gmail.com24@gmail.com
6793,ULTRACEUTICALS PHARMACY,RETAIL,PPB/U/9502,Status: Active,Mjk5NTM=,Athman,Wangare,athmanwangare@gmail.com97@gmail.com
6459,TELEPHARMA CHEMIST,RETAIL,PPB/T/5806,Status: Active,Mjk2NTI=,Jemimah,Eregae,jeregae@gmail.com11@gmail.com
